accession	gene	description	ppid	organism	logFC	AveExpr	t	P.Value	adj.P.Val	B	count	sca.t	sca.P.Value	sca.adj.pval
A0A024QZX5	SERPINB6	A0A024QZX5_HUMAN Serpin family B member 6 	UP000005640	Homo sapiens	-0.32502969990024894	0.25839849578122276	-0.9831303191855877	0.3275334898785519	0.4335401795487886	-6.626571112314917	1.0	-0.9666929883273667	0.335531917632129	0.4441273100607848
A0A024R0K5	CEACAM5	A0A024R0K5_HUMAN Carcinoembryonic antigen-related cell adhesion molecule 5 	UP000005640	Homo sapiens	-0.027513494464355137	2.1193919721563224	-0.15413471899965425	0.8777640295693198	0.9176286131364588	-7.096837830261258	8.0	-0.15512352264738902	0.876969824248843	0.9151752362509191
A0A024R6I7	SERPINA1	A0A024R6I7_HUMAN Alpha-1-antitrypsin 	UP000005640	Homo sapiens	1.00700838454874	-1.1738815481325835	2.62517588691148	0.00979449114280667	0.022806150909162975	-3.75353090584122	1.0	2.612880891451811	0.010059900234537967	0.023087109171349724
A0A075B6P5	IGKV2-28	KV228_HUMAN Immunoglobulin kappa variable 2-28 	UP000005640	Homo sapiens	0.7812342798115106	-0.4722922745540435	3.763691026694765	0.0002612121277299729	0.0010161788871446507	-0.4067632473992129	2.0	3.682394263558091	0.00034024773838684126	0.001292131292207171
A0A075B6S2	IGKV2D-29	KVD29_HUMAN Immunoglobulin kappa variable 2D-29 	UP000005640	Homo sapiens	-0.35760459233389674	1.0443547257634864	-1.2417111176588624	0.216779559731425	0.3068757717357803	-6.341428417073244	1.0	-1.2032100479100658	0.2311296876130879	0.32196668274486917
A0A075B6S6	IGKV2D-30	KVD30_HUMAN Immunoglobulin kappa variable 2D-30 	UP000005640	Homo sapiens	0.47105676319716316	0.9008279537061856	1.3107430473111172	0.19246293448639573	0.2790712550052738	-6.2543695035196025	1.0	1.298187991587813	0.19657164928274892	0.28502889145998594
A0A075B7B8	IGHV3OR16-12	A0A075B7B8_HUMAN Immunoglobulin heavy variable 3/OR16-12 (non-functional) (Fragment) 	UP000005640	Homo sapiens	-0.3868410685070642	-0.5625393602894958	-1.239997571450276	0.2174104213551296	0.3068757717357803	-6.343531121448181	1.0	-1.212313968880651	0.22763915410264393	0.31849513227519044
A0A087WU13	CD9	A0A087WU13_HUMAN Tetraspanin 	UP000005640	Homo sapiens	-0.5674792050610293	0.14433593883074886	-2.031817681518213	0.04439403973688158	0.07781153118717156	-5.076147653429111	2.0	-2.0351431361015213	0.04391418747985441	0.07739572268548926
A0A087WVM2	CD177	A0A087WVM2_HUMAN CD177 molecule 	UP000005640	Homo sapiens	-0.1407710824714573	0.044837479744128696	-0.5370993263337914	0.5921996169829669	0.7022738952325889	-6.964418525337498	2.0	-0.5358288154783795	0.5930125725716777	0.7058619800386762
A0A087WXI2	FCGBP	A0A087WXI2_HUMAN Fc gamma binding protein 	UP000005640	Homo sapiens	-1.1834498125066388	0.5865872506056532	-3.9017161241601874	0.00015853989939321306	0.0006834355122491211	0.06467449150020865	3.0	-3.942512349440168	0.0001323756969828477	0.0005706465856422758
A0A0A0MR02	VDAC2	A0A0A0MR02_HUMAN Voltage dependent anion channel 2 (Fragment) 	UP000005640	Homo sapiens	-1.0385597418557162	2.9468407135240375	-2.7780104394175122	0.00635488795645201	0.015962277622899142	-3.3639279656575205	1.0	-2.759819596360656	0.006637993803025399	0.01628861556280848
A0A0A0MRZ8	IGKV3D-11	KVD11_HUMAN Immunoglobulin kappa variable 3D-11 	UP000005640	Homo sapiens	0.35094747368834367	0.2506354589739832	1.6998072988742416	0.09177376797930371	0.14565090539998948	-5.678868440202968	2.0	1.6621748051899305	0.09894018350462275	0.15624712147512207
A0A0B4J1V1	IGHV3-21	HV321_HUMAN Immunoglobulin heavy variable 3-21 	UP000005640	Homo sapiens	0.41232998812824795	1.1654548211988902	1.1277694943473595	0.26168095110336564	0.3613689324760764	-6.475072096257031	1.0	1.1184855044493787	0.26546754379730586	0.36659803667247
A0A0B4J1V6	IGHV3-73	HV373_HUMAN Immunoglobulin heavy variable 3-73 	UP000005640	Homo sapiens	0.7543251946985317	-2.4912426476255587	2.3123428770307126	0.022473653058948582	0.043766871799429605	-4.4892130693312655	1.0	2.270808276472595	0.02483971273682931	0.04773414676535271
A0A0B4J1X5	IGHV3-74	HV374_HUMAN Immunoglobulin heavy variable 3-74 	UP000005640	Homo sapiens	-0.6190794577211494	1.3894081932396476	-2.082359049672953	0.03944760930298198	0.07030048808743716	-4.975587934420462	1.0	-2.025268992111617	0.04493239883229103	0.07875513861264198
A0A0B4J1Y9	IGHV3-72	HV372_HUMAN Immunoglobulin heavy variable 3-72 	UP000005640	Homo sapiens	-0.050346836508342374	-1.8828406183673236	-0.1607789292913931	0.8725395374699589	0.9155924751740688	-7.095790018779554	1.0	-0.15725053237511216	0.8752967408373471	0.9151752362509191
A0A0B4J231	IGLL5	A0A0B4J231_HUMAN Immunoglobulin lambda like polypeptide 5 	UP000005640	Homo sapiens	0.18395177798052384	-0.3200517031991498	0.42362343958471554	0.672603457844379	0.7662875109012747	-7.018916979745067	1.0	0.42497226600582283	0.6715749184785481	0.765115710695203
A0A0B4J2H0	IGHV1-69D	HV69D_HUMAN Immunoglobulin heavy variable 1-69D 	UP000005640	Homo sapiens	0.5753384432288964	-0.4793184866384416	1.2355962628436332	0.21903693824826442	0.3078096180669443	-6.348919030064309	1.0	1.2441108585233553	0.21574646827341104	0.3086238716556866
A0A0C4DH31	IGHV1-18	HV118_HUMAN Immunoglobulin heavy variable 1-18 	UP000005640	Homo sapiens	0.4213428272768843	1.1007375255572633	0.9237380146662296	0.35748784267263944	0.469294739969432	-6.682865823788666	1.0	0.9291371634550615	0.3545778766832388	0.46739811017336025
A0A0C4DH38	IGHV5-51	HV551_HUMAN Immunoglobulin heavy variable 5-51 	UP000005640	Homo sapiens	0.035327759507668755	-0.6236641135225683	0.12154076824288193	0.9034672671449956	0.9296969619975922	-7.101337739496385	2.0	0.12201751241040298	0.9030777084757717	0.9296112907631224
A0A0C4DH41	IGHV4-61	HV461_HUMAN Immunoglobulin heavy variable 4-61 	UP000005640	Homo sapiens	-0.6697363894850672	1.491263081749461	-2.73983294595338	0.00709162732085471	0.01719176522222546	-3.463071559930945	2.0	-2.7197921242092016	0.007446023656642349	0.01799455717021901
A0A0C4DH42	IGHV3-66	HV366_HUMAN Immunoglobulin heavy variable 3-66 	UP000005640	Homo sapiens	-0.35599430668896825	0.29203501186016956	-0.887354424244212	0.37667404448531205	0.488451301588677	-6.715644305002598	1.0	-0.8859051220049541	0.37734040436527283	0.4893154024086261
A0A0G2JH46	HLA-DRA	A0A0G2JH46_HUMAN HLA class II histocompatibility antigen, DR alpha chain 	UP000005640	Homo sapiens	0.6506826688382987	-2.3010475353501336	1.4296842245143013	0.15542197076619274	0.23214425357246898	-6.093657253690957	1.0	1.437877308103744	0.15292452562059758	0.22689731940916572
A0A0G2JMB2	IGHA2	A0A0G2JMB2_HUMAN Immunoglobulin heavy constant alpha 2 (Fragment) 	UP000005640	Homo sapiens	-0.4797583989543883	1.1591974277697406	-1.8851061383530774	0.06184888557341025	0.10275934634332223	-5.354947015970601	15.0	-1.9394082824050431	0.054665511066616185	0.09226612714418288
A0A0G2JMW3	CDHR5	A0A0G2JMW3_HUMAN Cadherin-related family member 5 	UP000005640	Homo sapiens	-0.3773454420251985	-0.8027502661003857	-1.6282756326184193	0.10610527369185484	0.16509220483156817	-5.795386503694965	5.0	-1.6429046596678603	0.10287243852955971	0.16165668911787953
A0A0G2JR65	MUC2	A0A0G2JR65_HUMAN Mucin-2 	UP000005640	Homo sapiens	-0.6804817629401411	0.9555287631815986	-2.780804388052445	0.006303811018234807	0.015959648530292886	-3.356625008329826	5.0	-2.812387075545433	0.0056980510303446886	0.014541426229439646
A0A0J9YY99	unknown	A0A0J9YY99_HUMAN Ig-like domain-containing protein (Fragment) 	UP000005640	Homo sapiens	0.48665245644601085	-1.001037657049629	1.7607943759925897	0.08083632571651028	0.1295818487616421	-5.575761852734873	1.0	1.6975110128087465	0.09204543017258916	0.1460820508709251
